"name","chrom","chromStart","chromEnd","length","alias","description","freq.gene","freq.up","freq.syn","total"
"CNAG_03059","chr3","94461","98231","3770","null","hypothetical protein CNAG_03059","0","1","0",1
"CNAG_03061","chr3","87231","89316","2085","null","multiple drug resistance protein","0","2","0",2
"CNAG_03063","chr3","75785","81790","6005","null","hypothetical protein CNAG_03063","1","0","1",2
"CNAG_03069","chr3","65593","66479","886","null","hydrolase","0","1","0",1
"CNAG_03071","chr3","61057","62943","1886","null","hypothetical protein CNAG_03071","0","1","0",1
"CNAG_03072","chr3","58337","60254","1917","null","enolase","0","2","0",2
"CNAG_03080","chr3","41347","42926","1579","null","fatty acid elongase","0","1","0",1
"CNAG_03081","chr3","38076","40211","2135","null","ATP-dependent RNA helicase MRH4, mitochondrial","1","0","1",2
"CNAG_03090","chr8","24519","26505","1986","null","hypothetical protein CNAG_03090","0","1","0",1
"CNAG_03091","chr8","28052","29426","1374","null","hypothetical protein CNAG_03091","0","1","0",1
"CNAG_03101","chr8","54135","56107","1972","null","efflux protein EncT","0","1","0",1
"CNAG_03102","chr8","57102","58433","1331","null","hypothetical protein CNAG_03102","0","1","1",2
"CNAG_03103","chr8","58978","61734","2756","null","Cullin 3","1","0","0",1
"CNAG_03108","chr8","68241","70175","1934","null","hypothetical protein CNAG_03108","1","0","0",1
"CNAG_03109","chr8","70428","72440","2012","null","ubiquitin carboxyl-terminal hydrolase 14","0","0","1",1
"CNAG_03110","chr8","73240","76533","3293","null","hypothetical protein CNAG_03110","2","0","1",3
"CNAG_03115","chr8","85097","87498","2401","null","hypothetical protein CNAG_03115","0","0","2",2
"CNAG_03117","chr8","97494","102289","4795","null","hypothetical protein CNAG_03117","2","1","0",3
"CNAG_03120","chr8","106153","114132","7979","AGS1","alpha-1,3-glucan synthase","1","0","0",1
"CNAG_03121","chr8","115374","120079","4705","null","hypothetical protein CNAG_03121","0","0","1",1
"CNAG_03123","chr8","123256","123862","606","null","hypothetical protein CNAG_03123","1","1","0",2
"CNAG_03125","chr8","127699","129946","2247","null","hypothetical protein CNAG_03125","0","0","1",1
"CNAG_03135","chr8","151598","154074","2476","null","hypothetical protein CNAG_03135","0","0","1",1
"CNAG_03140","chr8","168779","170954","2175","null","sugar transporter","0","0","1",1
"CNAG_03141","chr8","171633","172358","725","null","hypothetical protein CNAG_03141","1","0","0",1
"CNAG_03150","chr8","192767","194028","1261","null","solute carrier family 25 (mitochondrial folate transporter), member 32","0","0","1",1
"CNAG_03151","chr8","194368","195863","1495","CSN4","COP9 signalosome complex subunit 4","1","1","0",2
"CNAG_03153","chr8","198229","199434","1205","SEC14-1","sec14 cytosolic factor","0","2","0",2
"CNAG_03154","chr8","200430","201202","772","null","hypothetical protein CNAG_03154","1","0","0",1
"CNAG_03160","chr8","214743","217680","2937","null","DNA cross-link repair 1A protein","0","0","1",1
"CNAG_03168","chr8","233647","237026","3379","null","sulfite reductase (NADPH) flavoprotein alpha-component","0","1","0",1
"CNAG_03171","chr8","241906","245469","3563","SWE1","Wee protein kinase","0","1","0",1
"CNAG_03172","chr8","246420","247400","980","null","hypothetical protein CNAG_03172","1","0","0",1
"CNAG_03188","chr8","290291","293439","3148","SET202","histone-lysine N-methyltransferase, H3 lysine-36 specific","0","0","2",2
"CNAG_03189","chr8","293836","297624","3788","null","DIL and ankyrin domain-containing protein","1","1","0",2
"CNAG_03190","chr8","299574","301917","2343","CCR4","glucose-repressible alcohol dehydrogenase transcriptional effector","0","0","1",1
"CNAG_03193","chr8","308381","310241","1860","null","hypothetical protein CNAG_03193","2","1","0",3
"CNAG_03194","chr8","311449","313101","1652","null","saccharopine dehydrogenase","0","0","1",1
"CNAG_03202","chr8","330152","337452","7300","CAC1","adenylate cyclase","2","0","1",3
"CNAG_03205","chr8","341766","343799","2033","null","ATP-dependent RNA helicase ROK1","0","1","0",1
"CNAG_03206","chr8","343992","345512","1520","null","endonuclease III","0","0","1",1
"CNAG_03211","chr8","354567","356070","1503","null","hypothetical protein CNAG_03211","0","1","0",1
"CNAG_03216","chr8","367676","370405","2729","null","CAMK protein kinase","0","1","0",1
"CNAG_03217","chr8","370734","373800","3066","null","hypothetical protein CNAG_03217","0","1","0",1
"CNAG_03221","chr8","380123","380677","554","null","large subunit ribosomal protein L29","0","3","0",3
"CNAG_03222","chr8","381032","383181","2149","null","RNA lariat debranching enzyme","0","1","0",1
"CNAG_03225","chr8","387416","388886","1470","null","malate dehydrogenase, NAD-dependent","0","1","0",1
"CNAG_03227","chr8","392333","393371","1038","null","hypothetical protein CNAG_03227","0","3","1",4
"CNAG_03229","chr8","395211","396697","1486","YOX101","specific transcriptional repressor","4","7","3",14
"CNAG_03230","chr8","398101","398745","644","null","hypothetical protein CNAG_03230","2","8","0",10
"CNAG_03231","chr8","400885","401562","677","null","hypothetical protein CNAG_03231","2","7","0",9
"CNAG_03232","chr8","402125","403325","1200","null","lactamase","0","1","0",1
"CNAG_03233","chr8","404581","405238","657","null","hypothetical protein CNAG_03233","0","2","0",2
"CNAG_03234","chr8","406178","409470","3292","null","cell wall surface anchor protein","4","1","2",7
"CNAG_03235","chr8","409652","412413","2761","null","THO complex subunit 1","1","3","1",5
"CNAG_03238","chr8","415069","416267","1198","null","dioxygenase subfamily protein","0","1","1",2
"CNAG_03239","chr8","416572","417849","1277","null","hypothetical protein CNAG_03239","1","0","0",1
"CNAG_03240","chr8","419691","422563","2872","null","mannosyl-oligosaccharide 1,2-alpha-mannosidase","2","1","0",3
"CNAG_03247","chr8","439081","443496","4415","null","sterol 3beta-glucosyltransferase","0","1","0",1
"CNAG_03258","chr8","505898","508168","2270","null","AGC protein kinase","0","2","1",3
"CNAG_03259","chr8","509641","510069","428","null","hypothetical protein CNAG_03259","0","2","0",2
"CNAG_03263","chr8","514889","516569","1680","TUF1","translation elongation factor Tu","0","0","1",1
"CNAG_03264","chr8","516608","517725","1117","null","hypothetical protein CNAG_03264","0","1","0",1
"CNAG_03265","chr8","517990","520956","2966","null","hypothetical protein CNAG_03265","2","0","0",2
"CNAG_03266","chr8","522651","524285","1634","null","malate dehydrogenase, NAD-dependent","0","2","0",2
"CNAG_03268","chr8","527992","528454","462","null","hypothetical protein CNAG_03268","0","1","0",1
"CNAG_03271","chr8","534448","536353","1905","null","pre-mRNA-splicing factor PRP46","2","0","0",2
"CNAG_03272","chr8","537344","538843","1499","null","hypothetical protein CNAG_03272","2","2","0",4
"CNAG_03275","chr8","546580","548524","1944","null","glutaryl-CoA dehydrogenase","0","1","1",2
"CNAG_03276","chr8","548842","550326","1484","null","hypothetical protein CNAG_03276","1","0","2",3
"CNAG_03279","chr8","554569","557313","2744","null","hypothetical protein CNAG_03279","0","0","1",1
"CNAG_03282","chr8","561452","562836","1384","null","hypothetical protein CNAG_03282","0","0","1",1
"CNAG_03284","chr8","564540","565967","1427","null","rRNA biogenesis protein RRP36","1","1","0",2
"CNAG_03285","chr8","566262","568067","1805","null","hypothetical protein CNAG_03285","1","0","0",1
"CNAG_03289","chr8","573672","575516","1844","null","methionine aminopeptidase, type II","1","0","0",1
"CNAG_03290","chr8","575740","577890","2150","null","STE/STE20/YSK protein kinase","0","1","0",1
"CNAG_03292","chr8","582931","583510","579","null","hypothetical protein CNAG_03292","0","5","0",5
"CNAG_03295","chr8","589904","592678","2774","null","hypothetical protein CNAG_03295","0","0","1",1
"CNAG_03299","chr8","597594","601029","3435","null","coatomer beta subunit","0","1","3",4
"CNAG_03304","chr8","607814","609410","1596","null","hypothetical protein CNAG_03304","1","0","0",1
"CNAG_03308","chr8","615164","618483","3319","null","hypothetical protein CNAG_03308","0","2","1",3
"CNAG_03311","chr8","622927","624758","1831","ERG13","hydroxymethylglutaryl-CoA synthase","1","1","0",2
"CNAG_03313","chr8","626487","628335","1848","null","hypothetical protein CNAG_03313","0","0","2",2
"CNAG_03314","chr8","628784","631700","2916","null","YTH domain family 2","0","0","1",1
"CNAG_03319","chr8","638163","641582","3419","null","phospholipid binding protein","1","0","0",1
"CNAG_03327","chr8","659488","660291","803","null","hypothetical protein CNAG_03327","1","0","0",1
"CNAG_03329","chr8","662943","664763","1820","null","PHD-finger protein","1","0","0",1
"CNAG_03330","chr8","664959","666636","1677","null","RecQ-mediated genome instability protein 1","1","0","0",1
"CNAG_03332","chr8","668775","670081","1306","null","replication factor C subunit 2/4","0","2","0",2
"CNAG_03333","chr8","670648","673560","2912","null","cytoplasmic protein","0","1","0",1
"CNAG_03337","chr8","682367","682978","611","null","hypothetical protein CNAG_03337","0","2","0",2
"CNAG_03339","chr8","684431","686559","2128","null","biotin transporter","3","0","0",3
"CNAG_03341","chr8","689458","692510","3052","null","minichromosome maintenance protein 2","1","1","0",2
"CNAG_03343","chr8","694814","695857","1043","null","hypothetical protein CNAG_03343","0","1","0",1
"CNAG_03347","chr8","711146","713803","2657","null","ATP-dependent Clp protease ATP-binding subunit ClpB","1","2","0",3
"CNAG_03348","chr8","714434","717017","2583","null","hypothetical protein CNAG_03348","1","1","0",2
"CNAG_03349","chr8","719057","721284","2227","null","pre-mRNA-processing factor 17","1","0","0",1
"CNAG_03354","chr8","728169","729027","858","null","hypothetical protein CNAG_03354","0","1","0",1
"CNAG_03355","chr8","730393","738152","7759","TCO4","hypothetical protein CNAG_03355","2","0","1",3
"CNAG_03356","chr8","738298","739608","1310","null","hypothetical protein CNAG_03356","1","0","0",1
"CNAG_03358","chr8","742230","743796","1566","null","phosphoglycerate kinase","0","0","1",1
"CNAG_03360","chr8","745090","746790","1700","null","hypothetical protein CNAG_03360","0","0","1",1
"CNAG_03361","chr8","747084","748851","1767","null","hypothetical protein CNAG_03361","0","1","0",1
"CNAG_03362","chr8","748963","750774","1811","null","hypothetical protein CNAG_03362","0","1","0",1
"CNAG_03376","chr8","791569","794219","2650","null","cytoplasmic protein","0","1","0",1
"CNAG_03392","chr8","832600","836769","4169","null","DNA supercoiling protein","0","1","0",1
"CNAG_03405","chr8","868668","870041","1373","null","hypothetical protein CNAG_03405","0","1","0",1
"CNAG_03418","chr8","898941","903062","4121","null","exportin-1","1","1","0",2
"CNAG_03425","chr8","919285","922373","3088","null","hypothetical protein CNAG_03425","0","0","2",2
"CNAG_03427","chr8","925140","928307","3167","ACO1","aconitate hydratase, mitochondrial","2","0","0",2
"CNAG_03432","chr8","936093","937966","1873","null","solute carrier family 2","0","0","1",1
"CNAG_03433","chr8","938300","939781","1481","null","endo alpha-1,4 polygalactosaminidase precursor","1","0","0",1
"CNAG_03434","chr8","940970","943865","2895","null","solute carrier family 45, member 1/2/4","1","2","0",3
"CNAG_03436","chr8","945397","947174","1777","null","alanine transaminase","0","2","0",2
"CNAG_03439","chr8","955545","956395","850","null","hypothetical protein CNAG_03439","1","0","1",2
"CNAG_03441","chr8","958811","959462","651","null","small subunit ribosomal protein S21","0","1","0",1
"CNAG_03443","chr8","962315","962966","651","null","hypothetical protein CNAG_03443","0","1","1",2
"CNAG_03444","chr8","963952","964607","655","null","hypothetical protein CNAG_03444","0","2","0",2
"CNAG_03450","chr8","975965","981943","5978","null","ATP-binding cassette transporter","1","0","1",2
"CNAG_03451","chr8","982238","985215","2977","null","hypothetical protein CNAG_03451","1","1","1",3
"CNAG_03453","chr8","987848","991728","3880","KIP1","kinesin family member 11","2","0","0",2
"CNAG_03454","chr8","992122","993410","1288","null","hypothetical protein CNAG_03454","0","2","0",2
"CNAG_03455","chr8","996349","997313","964","null","hypothetical protein CNAG_03455","1","1","0",2
"CNAG_03456","chr8","997366","998460","1094","null","hypothetical protein CNAG_03456","0","1","0",1
"CNAG_03458","chr8","1001656","1002612","956","null","hypothetical protein CNAG_03458","0","1","1",2
"CNAG_03460","chr8","1004986","1006248","1262","null","phosphoglycerate dehydrogenase","0","1","0",1
"CNAG_03461","chr8","1007047","1008383","1336","null","hypothetical protein CNAG_03461","0","4","0",4
"CNAG_03464","chr8","1013755","1016444","2689","LAC2","Cu-oxidase","2","0","0",2
"CNAG_03465","chr8","1021759","1024340","2581","LAC1","laccase","1","1","0",2
"CNAG_03466","chr8","1025186","1029851","4665","RDP1","RNA-dependent RNA polymerase 1","1","0","0",1
"CNAG_03467","chr8","1030527","1031561","1034","null","hypothetical protein CNAG_03467","1","2","0",3
"CNAG_03468","chr8","1032357","1035151","2794","null","hypothetical protein CNAG_03468","0","1","0",1
"CNAG_03473","chr8","1048240","1049365","1125","null","lipoyl(octanoyl) transferase","0","2","0",2
"CNAG_03474","chr8","1049445","1051172","1727","null","efflux protein EncT","0","0","1",1
"CNAG_03475","chr8","1052386","1055172","2786","null","hypothetical protein CNAG_03475","0","1","1",2
"CNAG_03480","chr8","1071785","1075494","3709","null","hypothetical protein CNAG_03480","1","1","0",2
"CNAG_03490","chr8","1095028","1096579","1551","null","hypothetical protein CNAG_03490","1","0","0",1
"CNAG_03494","chr8","1102723","1104435","1712","null","hypothetical protein CNAG_03494","1","0","0",1
"CNAG_03498","chr8","1111329","1113683","2354","FRE201","metalloreductase","0","1","0",1
"CNAG_03500","chr8","1117626","1123693","6067","null","osmosensor","0","1","0",1
"CNAG_03502","chr8","1125071","1127981","2910","ALR2","magnesium transporter","0","1","0",1
"CNAG_03503","chr8","1128340","1133301","4961","YOR1","ATP-binding cassette transporter protein YOR1","0","2","0",2
"CNAG_03504","chr8","1136047","1141720","5673","null","hypothetical protein CNAG_03504","0","2","0",2
"CNAG_03509","chr8","1148243","1149598","1355","null","pyruvate dehydrogenase X component","1","0","0",1
"CNAG_03510","chr8","1150713","1151316","603","null","large subunit ribosomal protein L36e","0","1","0",1
"CNAG_03511","chr8","1151532","1152112","580","null","hypothetical protein CNAG_03511","0","2","0",2
"CNAG_03512","chr8","1152471","1153714","1243","null","hypothetical protein CNAG_03512","0","1","1",2
"CNAG_03513","chr8","1153833","1155091","1258","null","ribosomal RNA-processing protein 7","1","0","0",1
"CNAG_03524","chr8","1180709","1186594","5885","null","transmembrane receptor","0","3","0",3
"CNAG_03528","chr8","1198427","1202221","3794","null","AP-2 complex subunit alpha","0","1","0",1
"CNAG_03531","chr8","1206371","1207397","1026","null","3-beta hydroxysteroid dehydrogenase/isomerase","3","0","1",4
"CNAG_03532","chr8","1207965","1209003","1038","null","3-beta hydroxysteroid dehydrogenase/isomerase","1","0","0",1
"CNAG_03533","chr8","1209375","1212622","3247","null","JmjC domain-containing histone demethylation protein 1","1","0","1",2
"CNAG_03539","chr8","1226784","1229272","2488","null","hypothetical protein CNAG_03539","1","0","0",1
"CNAG_03543","chr8","1238425","1241661","3236","null","hypothetical protein CNAG_03543","1","0","1",2
"CNAG_03544","chr8","1242305","1243254","949","null","hypothetical protein CNAG_03544","0","1","0",1
"CNAG_03547","chr8","1250273","1251079","806","null","hypothetical protein CNAG_03547","1","1","1",3
"CNAG_03551","chr8","1255993","1256390","397","null","hypothetical protein CNAG_03551","0","1","0",1
