"","chrom","chromStart","chromEnd","Strand","name","length","description","alias"
"3007","chr5",1413330,1414565,"-","CNAG_01021",357,"ATP phosphoribosyltransferase","null"
"3006","chr5",1410634,1412956,"-","CNAG_01022",640,"hypothetical protein CNAG_01022","null"
"3005","chr5",1407975,1410303,"-","CNAG_01023",657,"cohesin complex subunit SCC1","null"
"3004","chr5",1406762,1407739,"+","CNAG_01024",247,"translocation protein SEC72","null"
"3003","chr5",1405036,1406480,"-","CNAG_01025",369,"hypothetical protein CNAG_01025","null"
"3002","chr5",1401928,1404670,"+","CNAG_01026",711,"gamma-glutamyltransferase","null"
"3001","chr5",1399567,1401635,"-","CNAG_01027",561,"succinate-semialdehyde dehydrogenase (NADP)","null"
"3000","chr5",1398294,1399337,"+","CNAG_01028",252,"hypothetical protein CNAG_01028","null"
"2999","chr5",1396496,1398111,"-","CNAG_01029",484,"impact family protein","null"
"2998","chr5",1395201,1396281,"+","CNAG_01030",343,"hypothetical protein CNAG_01030","null"
"2997","chr5",1393095,1394418,"+","CNAG_01031",389,"hypothetical protein CNAG_01031","null"
"2996","chr5",1387662,1392052,"-","CNAG_01032",1139,"hypothetical protein CNAG_01032","null"
"2995","chr5",1386311,1387147,"+","CNAG_01033",191,"exosome complex component CSL4","null"
"2994","chr5",1385208,1385989,"+","CNAG_01034",240,"hypothetical protein CNAG_01034","null"
"2993","chr5",1382896,1384129,"-","CNAG_01035",289,"20S proteasome subunit alpha 4","null"
"2992","chr5",1381558,1382831,"+","CNAG_01036",333,"geranylgeranyl transferase type-2 subunit beta","null"
"2991","chr5",1378488,1381283,"-","CNAG_01037",813,"DNA mismatch repair protein MLH3","null"
"2990","chr5",1375943,1378368,"+","CNAG_01038",792,"hypothetical protein CNAG_01038","null"
"2989","chr5",1370513,1375666,"-","CNAG_01039",1547,"superkiller protein 3","null"
"2988","chr5",1366829,1368770,"-","CNAG_01040",543,"carboxypeptidase D","null"
"2987","chr5",1364777,1365593,"-","CNAG_01041",220,"hypothetical protein CNAG_01041","null"
"2986","chr5",1362638,1364096,"+","CNAG_01042",320,"hypothetical protein CNAG_01042","null"
"2985","chr5",1360354,1361263,"-","CNAG_01043",167,"hypothetical protein CNAG_01043","null"
"2984","chr5",1358359,1359522,"-","CNAG_01044",297,"dihydroceramidase","null"
"2983","chr5",1355401,1357874,"-","CNAG_01045",627,"hypothetical protein CNAG_01045","null"
"2982","chr5",1353443,1354624,"-","CNAG_01046",393,"N,N-dimethylglycine oxidase","null"
"2981","chr5",1352786,1353288,"+","CNAG_01047",125,"hypothetical protein CNAG_01047","null"
"2980","chr5",1347262,1351728,"+","CNAG_01048",1296,"hypothetical protein CNAG_01048","null"
"2979","chr5",1345120,1345531,"-","CNAG_01049",64,"H/ACA ribonucleoprotein complex subunit 3","null"
"2978","chr5",1343234,1344850,"+","CNAG_01050",419,"hypothetical protein CNAG_01050","null"
"2977","chr5",1338299,1342848,"-","CNAG_01051",1274,"dynactin 1","null"
"2976","chr5",1335950,1337328,"-","CNAG_01052",366,"hypothetical protein CNAG_01052","null"
"2975","chr5",1330355,1335165,"+","CNAG_01053",1481,"nuclear pore complex protein Nup160","null"
"2974","chr5",1328658,1329992,"-","CNAG_01054",376,"RNA polymerase II subunit A domain phosphatase SSU72","null"
"2973","chr5",1325762,1328453,"+","CNAG_01055",575,"phospholipid transporter","null"
"2971","chr5",1321016,1321462,"+","CNAG_01056",84,"hypothetical protein CNAG_01056","null"
"2970","chr5",1318007,1320203,"+","CNAG_01057",479,"COP9 signalosome complex subunit 2","null"
"2969","chr5",1316412,1317526,"-","CNAG_01058",340,"nitric oxide synthase-interacting protein","null"
"2968","chr5",1314602,1316331,"+","CNAG_01059",455,"vacuolar membrane protein","null"
"2967","chr5",1312651,1314259,"-","CNAG_01060",260,"hypothetical protein CNAG_01060","null"
"2966","chr5",1309270,1312427,"+","CNAG_01061",941,"serine/threonine protein kinase","null"
"2965","chr5",1304684,1308392,"+","CNAG_01062",1169,"CAMK/CAMKL/PASK protein kinase","null"
"2964","chr5",1298606,1303888,"+","CNAG_01063",1507,"WD-repeat protein mip1","null"
"2963","chr5",1297174,1298086,"-","CNAG_01064",233,"hypothetical protein CNAG_01064","null"
"2962","chr5",1295056,1296806,"+","CNAG_01065",475,"hypothetical protein CNAG_01065","null"
"2958","chr5",1284269,1287339,"+","CNAG_01069",789,"hypothetical protein CNAG_01069","null"
"2957","chr5",1281913,1283146,"-","CNAG_01070",289,"class II aldolase/adducin family protein","null"
"2956","chr5",1279138,1281541,"-","CNAG_01071",659,"hypothetical protein CNAG_01071","null"
"2955","chr5",1277358,1278890,"+","CNAG_01072",417,"amidase","null"
"2954","chr5",1274771,1276765,"-","CNAG_01073",475,"hypothetical protein CNAG_01073","null"
"2953","chr5",1270613,1272621,"+","CNAG_01074",481,"neutral amino acid transporter","null"
"2952","chr5",1267258,1269265,"+","CNAG_01075",531,"methylmalonate-semialdehyde dehydrogenase (acylating)","null"
"2951","chr5",1264869,1266766,"-","CNAG_01076",488,"4-aminobutyrate aminotransferase","null"
"2950","chr5",1263607,1264184,"+","CNAG_01077",133,"hypothetical protein CNAG_01077","null"
"2949","chr5",1261090,1263015,"-","CNAG_01078",495,"aldehyde dehydrogenase (NAD)","null"
"2948","chr5",1259591,1260650,"+","CNAG_01079",253,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase","null"
"2947","chr5",1257606,1259023,"-","CNAG_01080",370,"glycolate oxidase","null"
"2946","chr5",1255581,1256850,"-","CNAG_01081",313,"hypothetical protein CNAG_01081","null"
"2945","chr5",1250302,1254428,"-","CNAG_01082",1225,"hypothetical protein CNAG_01082","null"
"2944","chr5",1247987,1249935,"+","CNAG_01083",513,"26S proteasome regulatory subunit N5","RPN5"
"2943","chr5",1246223,1247208,"+","CNAG_01084",260,"ubiquitin-conjugating enzyme 4","UBC4"
"2942","chr5",1244581,1245650,"+","CNAG_01085",304,"hypothetical protein CNAG_01085","null"
"2941","chr5",1242924,1244311,"-","CNAG_01086",396,"hypothetical protein CNAG_01086","null"
"2940","chr5",1239999,1242199,"+","CNAG_01087",659,"hypothetical protein CNAG_01087","null"
"2939","chr5",1237646,1239483,"+","CNAG_01088",472,"hypothetical protein CNAG_01088","null"
"2938","chr5",1236738,1237278,"-","CNAG_01089",145,"hypothetical protein CNAG_01089","null"
"2937","chr5",1234829,1235977,"+","CNAG_01090",311,"alpha/beta hydrolase fold protein","null"
"2936","chr5",1230671,1234147,"+","CNAG_01091",995,"U5 small nuclear ribonucleoprotein component","null"
"2935","chr5",1229376,1230374,"-","CNAG_01092",290,"hypothetical protein CNAG_01092","null"
"2934","chr5",1228445,1229282,"+","CNAG_01093",237,"hypothetical protein CNAG_01093","null"
"2933","chr5",1226442,1227910,"+","CNAG_01094",434,"pre-mRNA-splicing factor CWC25","null"
"2932","chr5",1224450,1225987,"+","CNAG_01095",358,"BEM46 family protein","null"
"2931","chr5",1223121,1224104,"-","CNAG_01096",272,"hypothetical protein CNAG_01096","null"
"2930","chr5",1221672,1223055,"+","CNAG_01097",331,"short-chain dehydrogenase/reductase SDR","null"
"2929","chr5",1218866,1221238,"+","CNAG_01098",718,"pre-rRNA-processing protein IPI1","null"
"2928","chr5",1215564,1218559,"+","CNAG_01099",899,"cleavage and polyadenylation specificity factor subunit 2","null"
"2927","chr5",1210332,1215213,"-","CNAG_01100",1568,"hypothetical protein CNAG_01100","null"
"2926","chr5",1206102,1209846,"-","CNAG_01101",1080,"hypothetical protein CNAG_01101","null"
"2925","chr5",1204548,1205792,"-","CNAG_01102",342,"oxidoreductase","null"
"2924","chr5",1203287,1204287,"+","CNAG_01103",218,"splicing factor 3A subunit 2","null"
"2923","chr5",1201523,1203063,"-","CNAG_01104",458,"ribosomal RNA-processing protein 8","null"
"2922","chr5",1197936,1201243,"+","CNAG_01105",1061,"hypothetical protein CNAG_01105","null"
"2921","chr5",1193990,1197049,"+","CNAG_01106",849,"V-type H -transporting ATPase subunit I","VPH1"
"2920","chr5",1190853,1193784,"-","CNAG_01107",783,"phosphatidylinositol glycan, class A","null"
"2919","chr5",1187761,1190690,"+","CNAG_01108",813,"allantoicase","DAL2,3,3"
"2918","chr5",1185539,1186194,"-","CNAG_01109",181,"hypothetical protein CNAG_01109","null"
"2917","chr5",1184752,1185215,"+","CNAG_01110",119,"co-chaperone","null"
"2916","chr5",1183338,1184415,"-","CNAG_01111",250,"translation initiation factor 3 subunit K","null"
"2915","chr5",1181622,1183004,"+","CNAG_01112",383,"xenobiotic reductase","null"
"2914","chr5",1180477,1180776,"-","CNAG_01113",99,"hypothetical protein CNAG_01113","null"
"2913","chr5",1179708,1180342,"+","CNAG_01114",106,"hypothetical protein CNAG_01114","null"
"2912","chr5",1169400,1179250,"-","CNAG_01115",3014,"hypothetical protein CNAG_01115","null"
"2911","chr5",1167928,1169192,"+","CNAG_01116",264,"beta-ketoacyl reductase","null"
"2910","chr5",1163379,1166733,"-","CNAG_01117",1055,"elongation factor 3","EF3"
"2909","chr5",1158958,1160875,"-","CNAG_01118",547,"AAT family amino acid transporter","null"
"2908","chr5",1154216,1156436,"-","CNAG_01119",632,"POT family proton-dependent oligopeptide transporter","null"
"2907","chr5",1151774,1153458,"-","CNAG_01120",476,"pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase","null"
"2906","chr5",1150000,1150562,"-","CNAG_01121",147,"hypothetical protein CNAG_01121","null"
"2905","chr5",1148667,1149647,"+","CNAG_01122",290,"hypothetical protein CNAG_01122","null"
"2904","chr5",1146136,1148232,"+","CNAG_01123",519,"DRAP deaminase","null"
"2903","chr5",1144989,1145937,"-","CNAG_01124",265,"hypothetical protein CNAG_01124","null"
"2902","chr5",1140521,1144554,"+","CNAG_01125",1050,"hypothetical protein CNAG_01125","null"
"2901","chr5",1132708,1139266,"-","CNAG_01126",1953,"guanine nucleotide exchange protein for ADP-robosylation factor","null"
"2900","chr5",1129874,1132018,"-","CNAG_01127",479,"hypothetical protein CNAG_01127","null"
"2899","chr5",1128147,1129462,"-","CNAG_01128",274,"hydroxyacylglutathione hydrolase","null"
"2898","chr5",1124966,1127880,"-","CNAG_01129",738,"lanosterol synthase","ERG7"
"2897","chr5",1121997,1124441,"-","CNAG_01130",748,"hypothetical protein CNAG_01130","null"
"2896","chr5",1119466,1119719,"-","CNAG_01131",65,"hypothetical protein CNAG_01131","null"
"2895","chr5",1117987,1119109,"+","CNAG_01132",319,"nucleolar protein 6","null"
"2894","chr5",1116233,1117361,"+","CNAG_01133",283,"mitochondrial protein","null"
"2893","chr5",1112268,1116037,"-","CNAG_01134",1162,"hypothetical protein CNAG_01134","null"
"2891","chr5",1109558,1110769,"-","CNAG_01135",276,"delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase","null"
"2890","chr5",1108324,1109491,"+","CNAG_01136",346,"hypothetical protein CNAG_01136","null"
"2889","chr5",1104795,1107819,"+","CNAG_01137",792,"aconitate hydratase, mitochondrial","null"
"2888","chr5",1102017,1103592,"+","CNAG_01138",377,"cytochrome c peroxidase, mitochondrial","CCP1"
"2887","chr5",1099381,1100386,"+","CNAG_01139",295,"hypothetical protein CNAG_01139","null"
"2886","chr5",1095868,1098467,"+","CNAG_01140",813,"ATP-dependent RNA helicase DRS1","null"
"2885","chr5",1094633,1095543,"-","CNAG_01141",247,"exosome complex component RRP40","null"
"2884","chr5",1090182,1094237,"-","CNAG_01142",1257,"endoplasmic reticulum protein","null"
"2883","chr5",1088741,1090031,"+","CNAG_01143",325,"hypothetical protein CNAG_01143","null"
"2882","chr5",1086236,1088477,"-","CNAG_01144",613,"replication factor A1","RPA70"
"2881","chr5",1084604,1085963,"+","CNAG_01145",384,"hypothetical protein CNAG_01145","null"
"2880","chr5",1080317,1084402,"-","CNAG_01146",1241,"U3 small nucleolar RNA-associated protein 22","null"
"2879","chr5",1079533,1080202,"+","CNAG_01147",169,"ARP2/3 complex 20 kDa subunit","null"
"2878","chr5",1077437,1079196,"-","CNAG_01148",409,"FK506-binding protein 4","FPR3"
"2877","chr5",1071881,1077008,"-","CNAG_01149",1530,"hypothetical protein CNAG_01149","null"
"2876","chr5",1069146,1070825,"+","CNAG_01150",448,"omega-6 fatty acid desaturase (delta-12 desaturase)","null"
"2875","chr5",1067398,1068316,"-","CNAG_01151",151,"ubiquitin-conjugating enzyme E2 D/E","null"
"2874","chr5",1066069,1067052,"+","CNAG_01152",237,"small subunit ribosomal protein S6e","null"
"2873","chr5",1065111,1065763,"-","CNAG_01153",151,"small subunit ribosomal protein S13e","null"
"2872","chr5",1061029,1061759,"-","CNAG_01154",174,"hypothetical protein CNAG_01154","null"
"2871","chr5",1057786,1060367,"+","CNAG_01155",761,"glycerol kinase","null"
"2870","chr5",1054904,1057196,"-","CNAG_01156",636,"hypothetical protein CNAG_01156","CAP2"
"2869","chr5",1052515,1054242,"-","CNAG_01157",481,"hypothetical protein CNAG_01157","null"
"2868","chr5",1049281,1051222,"+","CNAG_01158",546,"branchpoint-bridging protein","null"
"2867","chr5",1047117,1049085,"-","CNAG_01159",573,"pre-mRNA-splicing factor SLU7","null"
"2865","chr5",1041906,1042837,"+","CNAG_01161",276,"hypothetical protein CNAG_01161","null"
"2864","chr5",1040137,1041507,"-","CNAG_01162",345,"hypothetical protein CNAG_01162","null"
"2863","chr5",1034147,1036981,"+","CNAG_01163",818,"DNA repair and recombination protein RAD54-like protein","RAD54"
"2862","chr5",1030035,1032571,"-","CNAG_01164",706,"glutamine-fructose-6-phosphate transaminase (isomerizing)","null"
"2861","chr5",1027451,1029646,"+","CNAG_01165",565,"D-erythro-sphingosine kinase","null"
"2860","chr5",1026273,1027256,"-","CNAG_01166",327,"urease accessory protein","URE4"
"2859","chr5",1021546,1026054,"+","CNAG_01167",1208,"chromosome associated protein","URE2"
"2858","chr5",1019551,1021214,"-","CNAG_01168",503,"H/ACA ribonucleoprotein complex subunit 4","null"
"2857","chr5",1017582,1019427,"+","CNAG_01169",523,"aspartyl aminopeptidase","null"
"2856","chr5",1016337,1017262,"-","CNAG_01170",143,"small subunit ribosomal protein S17","null"
"2855","chr5",1015576,1015988,"+","CNAG_01171",102,"hypothetical protein CNAG_01171","null"
"2854","chr5",1013000,1015304,"-","CNAG_01172",606,"hypothetical protein CNAG_01172","PBX1"
"2853","chr5",1009270,1012596,"+","CNAG_01173",1014,"hypothetical protein CNAG_01173","PAN1"
"2852","chr5",1004265,1008079,"+","CNAG_01174",1102,"hypothetical protein CNAG_01174","null"
"2851","chr5",1001210,1002040,"-","CNAG_01175",138,"hypothetical protein CNAG_01175","null"
"2848","chr5",996403,998028,"-","CNAG_01177",500,"nuclear envelope-endoplasmic reticulum network protein","null"
"2847","chr5",993687,996222,"-","CNAG_01178",825,"nuclear envelope-endoplasmic reticulum network protein","null"
"2846","chr5",992221,993568,"+","CNAG_01179",350,"DNA-directed RNA polymerase I and III subunit RPAC1","null"
"2845","chr5",989589,991909,"-","CNAG_01180",609,"hypothetical protein CNAG_01180","null"
"2844","chr5",988803,989450,"+","CNAG_01181",159,"small subunit ribosomal protein S27Ae","null"
"2843","chr5",987240,988448,"-","CNAG_01182",365,"cytoplasmic protein","null"
"2841","chr5",982919,985239,"+","CNAG_01183",612,"hypothetical protein CNAG_01183","LSB1"
"2840","chr5",980534,982468,"-","CNAG_01184",521,"hypothetical protein CNAG_01184","null"
"2839","chr5",978637,979880,"+","CNAG_01185",379,"hsp70-like protein","null"
"2838","chr5",975590,978242,"+","CNAG_01186",759,"hypothetical protein CNAG_01186","null"
"2837","chr5",973825,974951,"-","CNAG_01187",317,"ribosome production factor 2","null"
"2836","chr5",972268,973486,"-","CNAG_01188",351,"peroxin-19","null"
"2835","chr5",966446,972140,"+","CNAG_01189",1727,"DNA-directed RNA polymerase I subunit RPA1","null"
"2834","chr5",965250,966160,"-","CNAG_01190",224,"vesicle transporter SEC22","null"
"2833","chr5",963401,965109,"+","CNAG_01191",461,"long-chain fatty acid transporter","null"
"2832","chr5",962073,962942,"-","CNAG_01192",273,"hypothetical protein CNAG_01192","null"
"2831","chr5",958164,961879,"-","CNAG_01193",1076,"hypothetical protein CNAG_01193","null"
"2830","chr5",956920,957834,"+","CNAG_01194",269,"hypothetical protein CNAG_01194","null"
"2829","chr5",950651,956052,"+","CNAG_01195",1591,"cation-transporting ATPase 13A3/4/5","null"
"2828","chr5",947824,950407,"-","CNAG_01196",655,"tyrosyl-DNA phosphodiesterase 1","null"
"2827","chr5",945978,947349,"-","CNAG_01197",406,"ran GTPase-activating protein 1","null"
"2826","chr5",945202,945773,"+","CNAG_01198",87,"small nuclear ribonucleoprotein F","null"
"2825","chr5",942496,944992,"-","CNAG_01199",746,"nuclear pore complex protein Nup62","null"
"2824","chr5",941267,942415,"+","CNAG_01200",278,"pre-mRNA-splicing factor 38A","null"
"2823","chr5",940369,941039,"-","CNAG_01201",137,"hypothetical protein CNAG_01201","null"
"2822","chr5",938885,940272,"+","CNAG_01202",425,"hypothetical protein CNAG_01202","null"
"2821","chr5",936242,938659,"+","CNAG_01203",711,"dual specificity phosphatase 12","null"
"2820","chr5",934818,935690,"+","CNAG_01204",208,"ATP synthase F1, delta subunit","null"
"2817","chr5",927963,930606,"-","CNAG_01207",802,"hypothetical protein CNAG_01207","null"
"2816","chr5",920020,927591,"-","CNAG_01208",2106,"high-affinity cell membrane calcium channel protein","CCH1"
"2815","chr5",911834,919846,"+","CNAG_01209",2438,"1-phosphatidylinositol-3-phosphate 5-kinase","null"
"2814","chr5",910073,910667,"-","CNAG_01210",117,"hypothetical protein CNAG_01210","null"
"2813","chr5",908655,909839,"+","CNAG_01211",305,"hypothetical protein CNAG_01211","null"
"2812","chr5",907027,908374,"+","CNAG_01212",287,"hypothetical protein CNAG_01212","null"
"2811","chr5",903585,906846,"-","CNAG_01213",878,"hypothetical protein CNAG_01213","null"
"2810","chr5",901523,903192,"+","CNAG_01214",447,"alpha-1,6-mannosyltransferase","HOC2"
"2809","chr5",900664,901197,"+","CNAG_01215",90,"hypothetical protein CNAG_01215","null"
"2808","chr5",899399,900503,"-","CNAG_01216",294,"6-phosphogluconolactonase","null"
"2807","chr5",896777,898875,"-","CNAG_01217",600,"protein MPE1","null"
"2805","chr5",890456,891103,"-","CNAG_01220",215,"mitochondrial FAD-linked sulfhydryl oxidase ERV1","null"
"2804","chr5",889278,890395,"+","CNAG_01221",279,"di-trans,poly-cis-decaprenylcistransferase","null"
"2803","chr5",887799,889050,"-","CNAG_01222",364,"hypothetical protein CNAG_01222","null"
"2802","chr5",886059,887234,"+","CNAG_01223",247,"hypothetical protein CNAG_01223","null"
"2801","chr5",884412,885096,"+","CNAG_01224",190,"large subunit ribosomal protein L18-A","null"
"2799","chr5",878230,879050,"-","CNAG_01228",227,"hypothetical protein CNAG_01228","null"
"2798","chr5",875972,878129,"+","CNAG_01229",552,"L-mandelate dehydrogenase","null"
"2797","chr5",873662,875247,"+","CNAG_01230",455,"chitin deacetylase 2","MP98"
"2796","chr5",870882,872450,"+","CNAG_01231",398,"agmatinase","null"
"2795","chr5",864935,869589,"+","CNAG_01232",1414,"calcium-translocating P-type ATPase, PMCA-type","PMC1"
